image_relpath,image_exists,shape_name,material_folder,light_folder,batch_folder,frame,config_id,camera_png,render_engine,view_transform,look,camera_name,cam_pos_x,cam_pos_y,cam_pos_z,cam_forward_x,cam_forward_y,cam_forward_z,cam_up_x,cam_up_y,cam_up_z,cam_right_x,cam_right_y,cam_right_z,focal_length_mm,num_active_lights,light0_name,light0_type,light0_energy,light0_color_r,light0_color_g,light0_color_b,light0_pos_x,light0_pos_y,light0_pos_z,light0_dir_x,light0_dir_y,light0_dir_z,light0_dir_cam_x,light0_dir_cam_y,light0_dir_cam_z,light0_spot_cone_deg,light0_spot_blend,light0_area_shape,light0_area_size_x,light0_area_size_y,light1_name,light1_type,light1_energy,light1_color_r,light1_color_g,light1_color_b,light1_pos_x,light1_pos_y,light1_pos_z,light1_dir_x,light1_dir_y,light1_dir_z,light1_dir_cam_x,light1_dir_cam_y,light1_dir_cam_z,light1_spot_cone_deg,light1_spot_blend,light1_area_shape,light1_area_size_x,light1_area_size_y,light2_name,light2_type,light2_energy,light2_color_r,light2_color_g,light2_color_b,light2_pos_x,light2_pos_y,light2_pos_z,light2_dir_x,light2_dir_y,light2_dir_z,light2_dir_cam_x,light2_dir_cam_y,light2_dir_cam_z,light2_spot_cone_deg,light2_spot_blend,light2_area_shape,light2_area_size_x,light2_area_size_y
Cube/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/15.png,False,Cube,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,31,1,15,CYCLES,AgX,,Camera,2.451902151107788,-0.1170014142990112,3.323378086090088,-0.7071070075035095,8.432166964666976e-09,-0.7071065306663513,-0.7071065306663513,8.432160747418038e-09,0.7071070075035095,1.1924880638503056e-08,1.0,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,-4.440891569105034e-16,-0.7071070075035095,-0.7071065306663513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cylinder/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/15.png,False,Cylinder,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,31,1,15,CYCLES,AgX,,Camera,2.451902151107788,-0.1170014142990112,3.323378086090088,-0.7071070075035095,8.432166964666976e-09,-0.7071065306663513,-0.7071065306663513,8.432160747418038e-09,0.7071070075035095,1.1924880638503056e-08,1.0,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,-4.440891569105034e-16,-0.7071070075035095,-0.7071065306663513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Icosphere/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/15.png,False,Icosphere,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,31,1,15,CYCLES,AgX,,Camera,2.451902151107788,-0.1170014142990112,3.323378086090088,-0.7071070075035095,8.432166964666976e-09,-0.7071065306663513,-0.7071065306663513,8.432160747418038e-09,0.7071070075035095,1.1924880638503056e-08,1.0,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,-4.440891569105034e-16,-0.7071070075035095,-0.7071065306663513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sphere/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/15.png,False,Sphere,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,31,1,15,CYCLES,AgX,,Camera,2.451902151107788,-0.1170014142990112,3.323378086090088,-0.7071070075035095,8.432166964666976e-09,-0.7071065306663513,-0.7071065306663513,8.432160747418038e-09,0.7071070075035095,1.1924880638503056e-08,1.0,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,-4.440891569105034e-16,-0.7071070075035095,-0.7071065306663513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torus/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/15.png,False,Torus,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,31,1,15,CYCLES,AgX,,Camera,2.451902151107788,-0.1170014142990112,3.323378086090088,-0.7071070075035095,8.432166964666976e-09,-0.7071065306663513,-0.7071065306663513,8.432160747418038e-09,0.7071070075035095,1.1924880638503056e-08,1.0,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,-4.440891569105034e-16,-0.7071070075035095,-0.7071065306663513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cone/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/16.png,False,Cone,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,32,1,16,CYCLES,AgX,,Camera,1.7736443281173706,-1.937241792678833,3.323378086090088,-0.4545194506645202,0.5416755080223083,-0.7071065306663513,-0.4545191526412964,0.5416752099990845,0.7071070075035095,0.7660446166992188,0.6427873969078064,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,2.9802318834981637e-08,-0.7071070075035095,-0.7071065902709961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cube/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/16.png,False,Cube,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,32,1,16,CYCLES,AgX,,Camera,1.7736443281173706,-1.937241792678833,3.323378086090088,-0.4545194506645202,0.5416755080223083,-0.7071065306663513,-0.4545191526412964,0.5416752099990845,0.7071070075035095,0.7660446166992188,0.6427873969078064,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,2.9802318834981637e-08,-0.7071070075035095,-0.7071065902709961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cylinder/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/16.png,False,Cylinder,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,32,1,16,CYCLES,AgX,,Camera,1.7736443281173706,-1.937241792678833,3.323378086090088,-0.4545194506645202,0.5416755080223083,-0.7071065306663513,-0.4545191526412964,0.5416752099990845,0.7071070075035095,0.7660446166992188,0.6427873969078064,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,2.9802318834981637e-08,-0.7071070075035095,-0.7071065902709961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Icosphere/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/16.png,False,Icosphere,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,32,1,16,CYCLES,AgX,,Camera,1.7736443281173706,-1.937241792678833,3.323378086090088,-0.4545194506645202,0.5416755080223083,-0.7071065306663513,-0.4545191526412964,0.5416752099990845,0.7071070075035095,0.7660446166992188,0.6427873969078064,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,2.9802318834981637e-08,-0.7071070075035095,-0.7071065902709961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sphere/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/16.png,False,Sphere,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,32,1,16,CYCLES,AgX,,Camera,1.7736443281173706,-1.937241792678833,3.323378086090088,-0.4545194506645202,0.5416755080223083,-0.7071065306663513,-0.4545191526412964,0.5416752099990845,0.7071070075035095,0.7660446166992188,0.6427873969078064,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,2.9802318834981637e-08,-0.7071070075035095,-0.7071065902709961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torus/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/16.png,False,Torus,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,32,1,16,CYCLES,AgX,,Camera,1.7736443281173706,-1.937241792678833,3.323378086090088,-0.4545194506645202,0.5416755080223083,-0.7071065306663513,-0.4545191526412964,0.5416752099990845,0.7071070075035095,0.7660446166992188,0.6427873969078064,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,2.9802318834981637e-08,-0.7071070075035095,-0.7071065902709961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cone/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/17.png,False,Cone,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,33,1,17,CYCLES,AgX,,Camera,-0.1010806262493133,-0.1053249835968017,4.390642166137695,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cube/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/17.png,False,Cube,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,33,1,17,CYCLES,AgX,,Camera,-0.1010806262493133,-0.1053249835968017,4.390642166137695,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cylinder/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/17.png,False,Cylinder,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,33,1,17,CYCLES,AgX,,Camera,-0.1010806262493133,-0.1053249835968017,4.390642166137695,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Icosphere/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/17.png,False,Icosphere,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,33,1,17,CYCLES,AgX,,Camera,-0.1010806262493133,-0.1053249835968017,4.390642166137695,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sphere/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/17.png,False,Sphere,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,33,1,17,CYCLES,AgX,,Camera,-0.1010806262493133,-0.1053249835968017,4.390642166137695,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torus/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/17.png,False,Torus,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,33,1,17,CYCLES,AgX,,Camera,-0.1010806262493133,-0.1053249835968017,4.390642166137695,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,0.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cone/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/1.png,False,Cone,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,34,2,1,CYCLES,AgX,,Camera,-0.1010806262493133,-3.3481717109680176,1.0371472835540771,0.0,1.0,2.821299744937278e-07,0.0,-2.821299744937278e-07,1.0,1.0,0.0,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,0.0,-1.0,2.821299744937278e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cube/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/1.png,False,Cube,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,34,2,1,CYCLES,AgX,,Camera,-0.1010806262493133,-3.3481717109680176,1.0371472835540771,0.0,1.0,2.821299744937278e-07,0.0,-2.821299744937278e-07,1.0,1.0,0.0,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,0.0,-1.0,2.821299744937278e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cylinder/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/1.png,False,Cylinder,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,34,2,1,CYCLES,AgX,,Camera,-0.1010806262493133,-3.3481717109680176,1.0371472835540771,0.0,1.0,2.821299744937278e-07,0.0,-2.821299744937278e-07,1.0,1.0,0.0,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,0.0,-1.0,2.821299744937278e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Icosphere/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/1.png,False,Icosphere,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,34,2,1,CYCLES,AgX,,Camera,-0.1010806262493133,-3.3481717109680176,1.0371472835540771,0.0,1.0,2.821299744937278e-07,0.0,-2.821299744937278e-07,1.0,1.0,0.0,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,0.0,-1.0,2.821299744937278e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sphere/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/1.png,False,Sphere,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,34,2,1,CYCLES,AgX,,Camera,-0.1010806262493133,-3.3481717109680176,1.0371472835540771,0.0,1.0,2.821299744937278e-07,0.0,-2.821299744937278e-07,1.0,1.0,0.0,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,0.0,-1.0,2.821299744937278e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torus/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/1.png,False,Torus,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,34,2,1,CYCLES,AgX,,Camera,-0.1010806262493133,-3.3481717109680176,1.0371472835540771,0.0,1.0,2.821299744937278e-07,0.0,-2.821299744937278e-07,1.0,1.0,0.0,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,0.0,-1.0,2.821299744937278e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cone/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/2.png,False,Cone,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,35,2,2,CYCLES,AgX,,Camera,-2.3975679874420166,-2.396040678024292,1.0371472835540771,0.7071067690849304,0.7071068286895752,2.821299744937278e-07,-1.9949600016389013e-07,-1.9949602858559961e-07,1.0,0.7071068286895752,-0.7071067690849304,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,1.4210853021136108e-14,-1.0,2.821300029154372e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cube/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/2.png,False,Cube,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,35,2,2,CYCLES,AgX,,Camera,-2.3975679874420166,-2.396040678024292,1.0371472835540771,0.7071067690849304,0.7071068286895752,2.821299744937278e-07,-1.9949600016389013e-07,-1.9949602858559961e-07,1.0,0.7071068286895752,-0.7071067690849304,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,1.4210853021136108e-14,-1.0,2.821300029154372e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cylinder/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/2.png,False,Cylinder,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,35,2,2,CYCLES,AgX,,Camera,-2.3975679874420166,-2.396040678024292,1.0371472835540771,0.7071067690849304,0.7071068286895752,2.821299744937278e-07,-1.9949600016389013e-07,-1.9949602858559961e-07,1.0,0.7071068286895752,-0.7071067690849304,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,1.4210853021136108e-14,-1.0,2.821300029154372e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Icosphere/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/2.png,False,Icosphere,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,35,2,2,CYCLES,AgX,,Camera,-2.3975679874420166,-2.396040678024292,1.0371472835540771,0.7071067690849304,0.7071068286895752,2.821299744937278e-07,-1.9949600016389013e-07,-1.9949602858559961e-07,1.0,0.7071068286895752,-0.7071067690849304,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,1.4210853021136108e-14,-1.0,2.821300029154372e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sphere/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/2.png,False,Sphere,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,35,2,2,CYCLES,AgX,,Camera,-2.3975679874420166,-2.396040678024292,1.0371472835540771,0.7071067690849304,0.7071068286895752,2.821299744937278e-07,-1.9949600016389013e-07,-1.9949602858559961e-07,1.0,0.7071068286895752,-0.7071067690849304,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,1.4210853021136108e-14,-1.0,2.821300029154372e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torus/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/2.png,False,Torus,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,35,2,2,CYCLES,AgX,,Camera,-2.3975679874420166,-2.396040678024292,1.0371472835540771,0.7071067690849304,0.7071068286895752,2.821299744937278e-07,-1.9949600016389013e-07,-1.9949602858559961e-07,1.0,0.7071068286895752,-0.7071067690849304,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,1.4210853021136108e-14,-1.0,2.821300029154372e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cone/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/3.png,False,Cone,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,36,2,3,CYCLES,AgX,,Camera,-3.3481714725494385,-0.0989208221435546,1.0371472835540771,1.0,7.549790126404332e-08,2.821299744937278e-07,-2.821299744937278e-07,-2.1300220634057173e-14,1.0,7.549790126404332e-08,-1.0,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,-1.694065692560209e-21,-1.0,2.821299744937278e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cube/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/3.png,False,Cube,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,36,2,3,CYCLES,AgX,,Camera,-3.3481714725494385,-0.0989208221435546,1.0371472835540771,1.0,7.549790126404332e-08,2.821299744937278e-07,-2.821299744937278e-07,-2.1300220634057173e-14,1.0,7.549790126404332e-08,-1.0,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,-1.694065692560209e-21,-1.0,2.821299744937278e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cylinder/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/3.png,False,Cylinder,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,36,2,3,CYCLES,AgX,,Camera,-3.3481714725494385,-0.0989208221435546,1.0371472835540771,1.0,7.549790126404332e-08,2.821299744937278e-07,-2.821299744937278e-07,-2.1300220634057173e-14,1.0,7.549790126404332e-08,-1.0,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,-1.694065692560209e-21,-1.0,2.821299744937278e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Icosphere/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/3.png,False,Icosphere,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,36,2,3,CYCLES,AgX,,Camera,-3.3481714725494385,-0.0989208221435546,1.0371472835540771,1.0,7.549790126404332e-08,2.821299744937278e-07,-2.821299744937278e-07,-2.1300220634057173e-14,1.0,7.549790126404332e-08,-1.0,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,-1.694065692560209e-21,-1.0,2.821299744937278e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sphere/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/3.png,False,Sphere,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,36,2,3,CYCLES,AgX,,Camera,-3.3481714725494385,-0.0989208221435546,1.0371472835540771,1.0,7.549790126404332e-08,2.821299744937278e-07,-2.821299744937278e-07,-2.1300220634057173e-14,1.0,7.549790126404332e-08,-1.0,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,-1.694065692560209e-21,-1.0,2.821299744937278e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torus/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/3.png,False,Torus,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,36,2,3,CYCLES,AgX,,Camera,-3.3481714725494385,-0.0989208221435546,1.0371472835540771,1.0,7.549790126404332e-08,2.821299744937278e-07,-2.821299744937278e-07,-2.1300220634057173e-14,1.0,7.549790126404332e-08,-1.0,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,-1.694065692560209e-21,-1.0,2.821299744937278e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cone/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/4.png,False,Cone,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,37,2,4,CYCLES,AgX,,Camera,-2.396040678024292,2.197566509246826,1.0371472835540771,0.7071069478988647,-0.7071065902709961,2.821299744937278e-07,-1.99496057007309e-07,1.994959717421807e-07,1.0,-0.7071065902709961,-0.7071069478988647,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,0.0,-1.0,2.821300029154372e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cube/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/4.png,False,Cube,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,37,2,4,CYCLES,AgX,,Camera,-2.396040678024292,2.197566509246826,1.0371472835540771,0.7071069478988647,-0.7071065902709961,2.821299744937278e-07,-1.99496057007309e-07,1.994959717421807e-07,1.0,-0.7071065902709961,-0.7071069478988647,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,0.0,-1.0,2.821300029154372e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cylinder/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/4.png,False,Cylinder,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,37,2,4,CYCLES,AgX,,Camera,-2.396040678024292,2.197566509246826,1.0371472835540771,0.7071069478988647,-0.7071065902709961,2.821299744937278e-07,-1.99496057007309e-07,1.994959717421807e-07,1.0,-0.7071065902709961,-0.7071069478988647,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,0.0,-1.0,2.821300029154372e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Icosphere/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/4.png,False,Icosphere,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,37,2,4,CYCLES,AgX,,Camera,-2.396040678024292,2.197566509246826,1.0371472835540771,0.7071069478988647,-0.7071065902709961,2.821299744937278e-07,-1.99496057007309e-07,1.994959717421807e-07,1.0,-0.7071065902709961,-0.7071069478988647,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,0.0,-1.0,2.821300029154372e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sphere/PlasticGlossy/Point Light/Batch 1 - Cycles AGX/4.png,False,Sphere,PlasticGlossy,Point Light,Batch 1 - Cycles AGX,37,2,4,CYCLES,AgX,,Camera,-2.396040678024292,2.197566509246826,1.0371472835540771,0.7071069478988647,-0.7071065902709961,2.821299744937278e-07,-1.99496057007309e-07,1.994959717421807e-07,1.0,-0.7071065902709961,-0.7071069478988647,0.0,24.0,1,Point,POINT,100.0,1.0,1.0,1.0,-1.6545201539993286,-1.6516534090042114,3.783501148223877,0.0,0.0,-1.0,0.0,-1.0,2.821300029154372e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
